tipProprietate;Tip strada;Denumire strada;Zona;Suprafata utila;Suprafata desfasurata;Suprafata teren;an_constr;trimestru;Pret tranz
apartament;Sosea;FUNDENI;ion creanga;44.1400;;;2018;2020-T1;205486
apartament;Sosea;FUNDENI;ion creanga;49.5400;;;2018;2020-T1;240851
apartament;Sosea;FUNDENI;ion creanga;29.9200;;;2018;2020-T1;127791
apartament;Sosea;FUNDENI;ion creanga;29.8700;;;2018;2020-T1;204140
apartament;Sosea;FUNDENI;ion creanga;31.5600;;;2018;2020-T2;200349
apartament;Sosea;FUNDENI;ion creanga;40.1400;;;2018;2020-T1;200388
apartament;Sosea;FUNDENI;ion creanga;40.3600;;;2018;2020-T1;234423
apartament;Sosea;FUNDENI;ion creanga;42.4100;;;2019;2020-T2;227753
apartament;Sosea;FUNDENI;ion creanga;42.5100;;;2018;2020-T1;242938
apartament;Sosea;FUNDENI;ion creanga;44.6900;;;2018;2020-T1;203916
apartament;Sosea;FUNDENI;ion creanga;44.7700;;;2018;2020-T1;257725
apartament;Sosea;FUNDENI;ion creanga;48.8300;;;2018;2020-T1;257376
apartament;Sosea;FUNDENI;ion creanga;48.9100;;;2018;2020-T1;273296
apartament;Sosea;FUNDENI;ion creanga;49.0000;;;2018;2020-T1;286276
apartament;Sosea;FUNDENI;ion creanga;49.5500;;;2018;2020-T1;278517
apartament;Sosea;FUNDENI;ion creanga;60.8500;;;2018;2020-T1;377157
apartament;Sosea;FUNDENI;ion creanga;61.8200;;;2018;2020-T1;320670
apartament;Sosea;FUNDENI;ion creanga;40.1500;;;2018;2020-T2;232235
apartament;Sosea;FUNDENI;ion creanga;32.5000;;;2018;2020-T2;153576
apartament;Sosea;FUNDENI;ion creanga;42.4100;;;2018;2020-T1;227753
apartament;Sosea;FUNDENI;ion creanga;44.4200;;;2018;2020-T1;206481
apartament;Sosea;FUNDENI;ion creanga;34.3000;;;2018;2020-T1;159171
apartament;Sosea;FUNDENI;ion creanga;33.2000;;;2018;2020-T3;183741
apartament;Sosea;FUNDENI;ion creanga;48.5300;;;2018;2020-T1;268790
apartament;Sosea;FUNDENI;ion creanga;41.9400;;;2018;2020-T2;254710
apartament;Sosea;FUNDENI;ion creanga;34.4700;;;2018;2020-T1;186337
apartament;Sosea;FUNDENI;ion creanga;50.8200;;;2018;2020-T1;235650
apartament;Sosea;FUNDENI;ion creanga;61.8100;;;2018;2020-T4;303559
apartament;Sosea;FUNDENI;ion creanga;49.5700;;;2018;2020-T1;291528
apartament;Sosea;FUNDENI;ion creanga;56.7000;;;2018;2020-T2;283862
teren;Sosea;FUNDENI;ion creanga;;;1.3000;2020;2020-T3;16413
teren;Sosea;FUNDENI;ion creanga;;;6.7000;2020;2020-T1;368790
teren;Sosea;FUNDENI;ion creanga;;;9.2200;2020;2020-T1;308414
teren;Sosea;FUNDENI;ion creanga;;;5.0100;2020;2020-T2;23153
teren;Sosea;FUNDENI;ion creanga;;;5.5200;2020;2020-T3;170517
teren;Sosea;FUNDENI;ion creanga;;;14.4600;2020;2020-T4;10500
casa;Sosea;FUNDENI;ion creanga;42.5900;;;2010;2020-T4;26138
teren;Sosea;FUNDENI;ion creanga;;;26.8000;2020;2020-T1;43910
apartament;Sosea;FUNDENI;pantelimon;35.9100;;;1993;2020-T3;187178
apartament;Sosea;IANCULUI;vatra luminoasa;79.6700;;;1978;2020-T4;516572
apartament;Sosea;IANCULUI;vatra luminoasa;30.1000;;;1976;2020-T3;225767
apartament;Sosea;IANCULUI;vatra luminoasa;48.8000;;;1992;2020-T2;166085
apartament;Sosea;IANCULUI;vatra luminoasa;85.4700;;;1978;2020-T3;539916
apartament;Sosea;IANCULUI;iancului;81.0000;;;1978;2020-T4;428214
apartament;Sosea;IANCULUI;iancului;58.4900;;;1975;2020-T1;411028
apartament;Sosea;IANCULUI;iancului;62.8000;;;1977;2020-T4;457977
apartament;Sosea;IANCULUI;iancului;85.9800;;;1977;2020-T1;434889
apartament;Sosea;IANCULUI;iancului;34.6600;;;1976;2020-T4;204670
apartament;Sosea;IANCULUI;iancului;46.8100;;;1977;2020-T1;352980
apartament;Sosea;IANCULUI;iancului;47.1000;;;1978;2020-T4;333200
apartament;Sosea;IANCULUI;iancului;48.1700;;;1979;2020-T4;362949
apartament;Sosea;IANCULUI;iancului;64.2600;;;1978;2020-T4;435213
apartament;Sosea;IANCULUI;iancului;65.2400;;;1977;2020-T2;401720
apartament;Sosea;IANCULUI;iancului;30.8500;;;1976;2020-T2;212775
apartament;Sosea;IANCULUI;iancului;45.6500;;;1976;2020-T4;304687
apartament;Sosea;IANCULUI;iancului;45.0700;;;1978;2020-T3;360000
apartament;Sosea;IANCULUI;vatra luminoasa;80.7900;;;1979;2020-T4;630396
apartament;Sosea;IANCULUI;vatra luminoasa;85.7200;;;1978;2020-T4;566400
apartament;Sosea;IANCULUI;iancului;66.6000;;;1978;2020-T2;386720
apartament;Sosea;IANCULUI;iancului;81.3800;;;1977;2020-T3;444893
apartament;Sosea;IANCULUI;iancului;85.6800;;;1976;2020-T1;406215
apartament;Sosea;IANCULUI;iancului;47.3200;;;1977;2020-T4;331180
apartament;Sosea;IANCULUI;iancului;47.9000;;;1977;2020-T3;275805
apartament;Sosea;IANCULUI;iancului;74.9000;;;1978;2020-T4;503879
apartament;Sosea;IANCULUI;iancului;80.0200;;;1979;2020-T3;517581
apartament;Sosea;IANCULUI;iancului;84.7800;;;1979;2020-T3;469480
apartament;Sosea;IANCULUI;iancului;80.6400;;;1978;2020-T4;444756
apartament;Sosea;IANCULUI;iancului;62.6400;;;1977;2020-T4;331364
apartament;Sosea;IANCULUI;iancului;78.7600;;;1981;2020-T4;443106
apartament;Sosea;IANCULUI;iancului;48.3000;;;1980;2020-T3;299311
apartament;Sosea;IANCULUI;iancului;47.5100;;;1976;2020-T4;243625
comercial;Sosea;IANCULUI;iancului;;37.2000;;2020;2020-T3;580328
comercial;Sosea;IANCULUI;iancului;89.5400;;;2020;2020-T1;1204282
apartament;Sosea;IANCULUI;iancului;63.2900;;;1979;2020-T2;315000
apartament;Sosea;IANCULUI;iancului;;;10.6300;2020;2020-T3;423700
apartament;Sosea;IANCULUI;iancului;87.5000;;;1979;2020-T4;449550
apartament;Sosea;IANCULUI;vatra luminoasa;72.5800;;;1978;2020-T1;365400
apartament;Sosea;IANCULUI;vatra luminoasa;46.4600;;;1976;2020-T4;365467
apartament;Sosea;IANCULUI;iancului;30.2400;;;1979;2020-T4;490047
apartament;Sosea;MIHAI BRAVU;colentina;63.1300;;;1975;2020-T4;302119
apartament;Sosea;MIHAI BRAVU;colentina;63.4700;;;1993;2020-T3;337400
apartament;Sosea;MIHAI BRAVU;colentina;78.9100;;;1975;2020-T4;38000
apartament;Sosea;MIHAI BRAVU;colentina;42.9300;;;1989;2020-T3;207690
apartament;Sosea;MIHAI BRAVU;colentina;44.3800;;;1963;2020-T4;213000
apartament;Sosea;MIHAI BRAVU;colentina;50.7700;;;1968;2020-T4;350878
apartament;Sosea;MIHAI BRAVU;colentina;57.3300;;;1968;2020-T4;455728
apartament;Sosea;MIHAI BRAVU;centrala;77.4300;;;1985;2020-T2;483358
apartament;Sosea;MIHAI BRAVU;centrala;79.2200;;;1980;2020-T2;478814
apartament;Sosea;MIHAI BRAVU;centrala;55.2300;;;1980;2020-T3;407400
apartament;Sosea;MIHAI BRAVU;centrala;68.1000;;;1984;2020-T4;545832
apartament;Sosea;MIHAI BRAVU;centrala;62.7000;;;1985;2020-T2;413950
apartament;Sosea;MIHAI BRAVU;centrala;66.7800;;;1985;2020-T4;316745
apartament;Sosea;MIHAI BRAVU;colentina;42.5200;;;1963;2020-T4;292062
apartament;Sosea;MIHAI BRAVU;colentina;44.6100;;;1962;2020-T1;202100
apartament;Sosea;MIHAI BRAVU;colentina;48.2800;;;1963;2020-T4;43200
apartament;Sosea;MIHAI BRAVU;colentina;53.5700;;;1962;2020-T4;43807
apartament;Sosea;MIHAI BRAVU;colentina;56.1000;;;1962;2020-T3;327678
apartament;Sosea;MIHAI BRAVU;colentina;58.6100;;;1962;2020-T1;305837
apartament;Sosea;MIHAI BRAVU;centrala;63.7000;;;1985;2020-T3;436259
apartament;Sosea;MIHAI BRAVU;centrala;38.3800;;;1988;2020-T2;307296
apartament;Sosea;MIHAI BRAVU;centrala;58.9200;;;1988;2020-T3;380250
apartament;Sosea;MIHAI BRAVU;centrala;61.3700;;;1986;2020-T1;475607
apartament;Sosea;MIHAI BRAVU;centrala;55.4100;;;1965;2020-T3;297764
apartament;Sosea;MIHAI BRAVU;colentina;50.5000;;;1961;2020-T4;121841
apartament;Sosea;MIHAI BRAVU;centrala;88.5500;;;1989;2020-T4;623821
apartament;Sosea;MIHAI BRAVU;colentina;44.6500;;;1963;2020-T1;285076
apartament;Sosea;MIHAI BRAVU;colentina;29.0600;;;1991;2020-T3;237164
apartament;Sosea;MIHAI BRAVU;colentina;43.5100;;;1960;2020-T4;367255
apartament;Sosea;MIHAI BRAVU;colentina;43.8600;;;1968;2020-T3;332684
apartament;Sosea;MIHAI BRAVU;colentina;58.8300;;;1965;2020-T3;301103
apartament;Sosea;MIHAI BRAVU;centrala;36.8100;;;1989;2020-T4;291438
apartament;Sosea;MIHAI BRAVU;centrala;57.6200;;;1989;2020-T4;341103
apartament;Sosea;MIHAI BRAVU;centrala;57.8000;;;1989;2020-T4;406803
apartament;Sosea;MIHAI BRAVU;centrala;37.6100;;;1986;2020-T4;311520
apartament;Sosea;MIHAI BRAVU;centrala;38.4900;;;1987;2020-T2;307315
apartament;Sosea;MIHAI BRAVU;centrala;58.0200;;;1987;2020-T2;401645
apartament;Sosea;MIHAI BRAVU;centrala;72.2300;;;1987;2020-T4;597764
apartament;Sosea;MIHAI BRAVU;centrala;57.6000;;;1987;2020-T4;438156
apartament;Sosea;MIHAI BRAVU;centrala;72.7700;;;1987;2020-T2;544758
apartament;Sosea;MIHAI BRAVU;centrala;37.7400;;;1987;2020-T1;242240
apartament;Sosea;MIHAI BRAVU;centrala;37.6700;;;1987;2020-T1;281725
apartament;Sosea;MIHAI BRAVU;centrala;58.8700;;;1987;2020-T2;416172
apartament;Sosea;MIHAI BRAVU;centrala;73.5000;;;1987;2020-T4;535392
apartament;Sosea;MIHAI BRAVU;centrala;56.4900;;;1987;2020-T1;414659
apartament;Sosea;MIHAI BRAVU;centrala;50.4000;;;1986;2020-T4;379883
apartament;Sosea;MIHAI BRAVU;centrala;52.9400;;;1987;2020-T3;261009
apartament;Sosea;MIHAI BRAVU;centrala;81.8500;;;1977;2020-T1;289104
apartament;Sosea;MIHAI BRAVU;colentina;120.4100;;;2010;2020-T3;808767
apartament;Sosea;MIHAI BRAVU;colentina;71.0100;;;2008;2020-T3;377084
apartament;Sosea;MIHAI BRAVU;colentina;45.3700;;;1964;2020-T4;289985
apartament;Sosea;MIHAI BRAVU;colentina;45.8800;;;1965;2020-T2;314548
apartament;Sosea;MIHAI BRAVU;colentina;46.9000;;;1964;2020-T1;251385
apartament;Sosea;MIHAI BRAVU;colentina;45.6100;;;1975;2020-T1;334600
apartament;Sosea;MIHAI BRAVU;colentina;61.9000;;;1975;2020-T4;341138
apartament;Sosea;MIHAI BRAVU;colentina;63.7900;;;1975;2020-T4;342300
apartament;Sosea;MIHAI BRAVU;colentina;60.4100;;;1975;2020-T2;333749
apartament;Sosea;MIHAI BRAVU;colentina;46.2800;;;1976;2020-T4;301840
apartament;Sosea;MIHAI BRAVU;colentina;59.7800;;;1975;2020-T1;385472
apartament;Sosea;MIHAI BRAVU;colentina;62.8300;;;1974;2020-T1;356014
apartament;Sosea;MIHAI BRAVU;colentina;78.3400;;;1976;2020-T2;290292
apartament;Sosea;MIHAI BRAVU;colentina;51.1100;;;1974;2020-T3;369230
apartament;Sosea;MIHAI BRAVU;centrala;51.2800;;;1978;2020-T3;450000
apartament;Sosea;MIHAI BRAVU;centrala;66.7700;;;1980;2020-T4;525906
apartament;Sosea;MIHAI BRAVU;centrala;66.9300;;;1978;2020-T1;434861
apartament;Sosea;MIHAI BRAVU;colentina;81.0000;;;1978;2020-T2;547079
apartament;Sosea;MIHAI BRAVU;centrala;46.4000;;;1968;2020-T1;288144
apartament;Sosea;MIHAI BRAVU;centrala;46.4600;;;1964;2020-T3;287554
apartament;Sosea;MIHAI BRAVU;colentina;30.8000;;;1978;2020-T3;276866
apartament;Sosea;MIHAI BRAVU;colentina;82.1000;;;1978;2020-T4;459800
apartament;Sosea;MIHAI BRAVU;colentina;83.8700;;;1978;2020-T3;589979
apartament;Sosea;MIHAI BRAVU;colentina;51.2700;;;1982;2020-T3;388416
apartament;Sosea;MIHAI BRAVU;iancului;48.5200;;;1960;2020-T3;284314
apartament;Sosea;MIHAI BRAVU;centrala;106.1900;;;1981;2020-T1;731141
apartament;Sosea;MIHAI BRAVU;centrala;34.2300;;;1986;2020-T3;272843
apartament;Sosea;MIHAI BRAVU;centrala;47.9600;;;1965;2020-T1;200000
apartament;Sosea;MIHAI BRAVU;centrala;61.5500;;;1967;2020-T2;288000
apartament;Sosea;MIHAI BRAVU;centrala;62.3400;;;1966;2020-T4;384888
apartament;Sosea;MIHAI BRAVU;iancului;59.4400;;;1960;2020-T4;389672
apartament;Sosea;MIHAI BRAVU;iancului;61.0600;;;1960;2020-T4;326545
apartament;Sosea;MIHAI BRAVU;colentina;27.1300;;;1985;2020-T1;240000
apartament;Sosea;MIHAI BRAVU;colentina;92.9000;;;1985;2020-T3;701858
apartament;Sosea;MIHAI BRAVU;iancului;42.9800;;;1961;2020-T3;241585
apartament;Sosea;MIHAI BRAVU;centrala;88.0800;;;1981;2020-T3;560697
apartament;Sosea;MIHAI BRAVU;iancului;41.6800;;;1960;2020-T4;270852
apartament;Sosea;MIHAI BRAVU;iancului;62.5700;;;1961;2020-T1;304490
apartament;Sosea;MIHAI BRAVU;iancului;63.7700;;;1962;2020-T4;265000
apartament;Sosea;MIHAI BRAVU;colentina;64.8600;;;1984;2020-T3;430056
apartament;Sosea;MIHAI BRAVU;centrala;60.5400;;;1963;2020-T3;329800
apartament;Sosea;MIHAI BRAVU;centrala;24.9000;;;2009;2020-T3;189699
apartament;Sosea;MIHAI BRAVU;centrala;43.4600;;;1963;2020-T1;270000
apartament;Sosea;MIHAI BRAVU;centrala;49.6500;;;1963;2020-T1;293425
apartament;Sosea;MIHAI BRAVU;centrala;68.2700;;;1970;2020-T3;435222
apartament;Sosea;MORARILOR;pantelimon;41.8000;;;2017;2020-T3;358168
casa;Sosea;MORARILOR;pantelimon;11.5000;;;2017;2020-T2;25643
apartament;Sosea;MORARILOR;pantelimon;75.0600;;;2018;2020-T3;448137
apartament;Sosea;MORARILOR;pantelimon;41.8700;;;2019;2020-T1;835695
apartament;Sosea;MORARILOR;pantelimon;;;11.2000;2020;2020-T1;440622
apartament;Sosea;MORARILOR;pantelimon;67.0600;;;2019;2020-T1;452043
apartament;Sosea;MORARILOR;pantelimon;;;11.2000;2020;2020-T1;457588
apartament;Sosea;MORARILOR;pantelimon;67.0600;;;2019;2020-T1;437772
apartament;Sosea;MORARILOR;pantelimon;66.8600;;;2019;2020-T1;456248
apartament;Sosea;MORARILOR;pantelimon;50.0800;;;2019;2020-T1;348952
apartament;Sosea;MORARILOR;pantelimon;58.3200;;;2019;2020-T1;390401
apartament;Sosea;MORARILOR;pantelimon;67.1200;;;2019;2020-T2;437653
apartament;Sosea;MORARILOR;pantelimon;50.0700;;;2019;2020-T4;379246
apartament;Sosea;MORARILOR;pantelimon;58.3700;;;2019;2020-T1;441740
apartament;Sosea;MORARILOR;pantelimon;;66.8600;;2019;2020-T1;447411
apartament;Sosea;MORARILOR;pantelimon;;;6.9900;2020;2020-T1;297959
apartament;Sosea;MORARILOR;pantelimon;41.9800;;;2019;2020-T3;312422
apartament;Sosea;MORARILOR;pantelimon;66.9600;;;2019;2020-T1;452017
apartament;Sosea;MORARILOR;pantelimon;67.1900;;;2019;2020-T1;357768
apartament;Sosea;MORARILOR;pantelimon;58.3700;;;2019;2020-T1;430640
apartament;Sosea;MORARILOR;pantelimon;41.8400;;;2019;2020-T2;323642
teren;Sosea;MORARILOR;pantelimon;;;7.0000;2020;2020-T1;274150
teren;Sosea;MORARILOR;pantelimon;;;13.3200;2020;2020-T1;32480
apartament;Sosea;MORARILOR;pantelimon;;66.2000;;2019;2020-T2;440389
apartament;Sosea;MORARILOR;pantelimon;;74.9000;;2019;2020-T2;266750
apartament;Sosea;MORARILOR;pantelimon;41.7400;;;2019;2020-T2;292350
apartament;Sosea;MORARILOR;pantelimon;41.8200;;;2019;2020-T2;327474
apartament;Sosea;MORARILOR;pantelimon;41.8400;;;2019;2020-T2;276768
apartament;Sosea;MORARILOR;pantelimon;66.5500;;;2019;2020-T2;441253
apartament;Sosea;MORARILOR;pantelimon;74.8400;;;2020;2020-T2;449349
apartament;Sosea;MORARILOR;pantelimon;74.8700;;;2019;2020-T2;472156
apartament;Sosea;MORARILOR;pantelimon;75.0200;;;2019;2020-T2;470559
apartament;Sosea;MORARILOR;pantelimon;78.1400;;;2019;2020-T3;472603
apartament;Sosea;MORARILOR;pantelimon;66.5600;;;2019;2020-T2;113698
apartament;Sosea;MORARILOR;pantelimon;11.5000;;;2019;2020-T2;334472
apartament;Sosea;MORARILOR;pantelimon;66.5900;;;2019;2020-T2;473654
apartament;Sosea;MORARILOR;pantelimon;;;12.1400;2020;2020-T2;435057
apartament;Sosea;MORARILOR;pantelimon;65.8200;;;2019;2020-T2;390541
apartament;Sosea;MORARILOR;pantelimon;65.9200;;;2019;2020-T2;460817
apartament;Sosea;MORARILOR;pantelimon;41.8300;;;2019;2020-T2;309471
apartament;Sosea;MORARILOR;pantelimon;;66.1100;;2019;2020-T2;471816
apartament;Sosea;MORARILOR;pantelimon;41.7200;;;2019;2020-T2;286365
apartament;Sosea;MORARILOR;pantelimon;41.7300;;;2019;2020-T2;290606
apartament;Sosea;MORARILOR;pantelimon;41.8500;;;2019;2020-T2;342573
apartament;Sosea;MORARILOR;pantelimon;65.9100;;;2019;2020-T3;450220
apartament;Sosea;MORARILOR;pantelimon;66.2200;;;2019;2020-T2;438878
apartament;Sosea;MORARILOR;pantelimon;66.2400;;;2019;2020-T2;451852
apartament;Sosea;MORARILOR;pantelimon;66.2600;;;2019;2020-T2;469410
apartament;Sosea;MORARILOR;pantelimon;66.3200;;;2019;2020-T1;130295
apartament;Sosea;MORARILOR;pantelimon;66.4700;;;2019;2020-T2;438615
apartament;Sosea;MORARILOR;pantelimon;66.4800;;;2019;2020-T2;466566
apartament;Sosea;MORARILOR;pantelimon;66.5000;;;2019;2020-T2;464564
apartament;Sosea;MORARILOR;pantelimon;74.7600;;;2019;2020-T4;531136
apartament;Sosea;MORARILOR;pantelimon;74.7900;;;2019;2020-T2;469875
apartament;Sosea;MORARILOR;pantelimon;74.8300;;;2019;2020-T2;471859
apartament;Sosea;MORARILOR;pantelimon;74.8400;;;2019;2020-T2;471193
apartament;Sosea;MORARILOR;pantelimon;74.8500;;;2020;2020-T2;472000
apartament;Sosea;MORARILOR;pantelimon;74.9800;;;2019;2020-T2;452605
apartament;Sosea;MORARILOR;pantelimon;75.0000;;;2019;2020-T2;472313
apartament;Sosea;MORARILOR;pantelimon;75.0100;;;2019;2020-T3;472474
apartament;Sosea;MORARILOR;pantelimon;75.0900;;;2019;2020-T2;472214
apartament;Sosea;MORARILOR;pantelimon;75.1300;;;2019;2020-T2;470681
apartament;Sosea;MORARILOR;pantelimon;78.7200;;;2019;2020-T2;47026
apartament;Sosea;MORARILOR;pantelimon;75.2800;;;2019;2020-T3;460064
apartament;Sosea;MORARILOR;pantelimon;75.1100;;;2019;2020-T3;470816
casa;Sosea;MORARILOR;pantelimon;11.5000;;;2019;2020-T2;18360
apartament;Sosea;PANTELIMON;iancului;51.9600;;;1980;2020-T4;340746
apartament;Sosea;PANTELIMON;iancului;28.4700;;;1980;2020-T2;212951
apartament;Sosea;PANTELIMON;iancului;50.6200;;;1980;2020-T3;97000
apartament;Sosea;PANTELIMON;iancului;54.6000;;;2012;2020-T1;343098
apartament;Sosea;PANTELIMON;iancului;28.2300;;;1980;2020-T3;148230
apartament;Sosea;PANTELIMON;iancului;28.7400;;;1980;2020-T4;197170
apartament;Sosea;PANTELIMON;iancului;28.6300;;;1980;2020-T1;64500
apartament;Sosea;PANTELIMON;iancului;51.5200;;;1992;2020-T1;297826
apartament;Sosea;PANTELIMON;iancului;27.8800;;;1980;2020-T1;196119
apartament;Sosea;PANTELIMON;iancului;27.5700;;;1979;2020-T1;212640
apartament;Sosea;PANTELIMON;iancului;28.2000;;;1978;2020-T2;178666
apartament;Sosea;PANTELIMON;iancului;31.4900;;;1981;2020-T1;180626
apartament;Sosea;PANTELIMON;iancului;84.6000;;;1980;2020-T3;435069
apartament;Sosea;PANTELIMON;iancului;65.8700;;;1980;2020-T1;391107
apartament;Sosea;PANTELIMON;iancului;49.4000;;;1979;2020-T1;304934
apartament;Sosea;PANTELIMON;iancului;50.3400;;;1979;2020-T4;341026
apartament;Sosea;PANTELIMON;iancului;53.1000;;;1982;2020-T4;340921
apartament;Sosea;PANTELIMON;iancului;78.8000;;;1977;2020-T1;449488
apartament;Sosea;PANTELIMON;iancului;48.8000;;;1982;2020-T4;316570
apartament;Sosea;PANTELIMON;iancului;81.3600;;;1981;2020-T3;424829
apartament;Sosea;PANTELIMON;iancului;32.6000;;;1982;2020-T4;198850
apartament;Sosea;PANTELIMON;iancului;66.0200;;;1982;2020-T3;411349
apartament;Sosea;PANTELIMON;pantelimon;40.7000;;;2017;2020-T3;241605
apartament;Sosea;PANTELIMON;pantelimon;52.0700;;;2017;2020-T1;406232
apartament;Sosea;PANTELIMON;pantelimon;54.8700;;;2019;2020-T2;405837
apartament;Sosea;PANTELIMON;pantelimon;;51.6000;;2020;2020-T3;406560
apartament;Sosea;PANTELIMON;pantelimon;54.5000;;;2017;2020-T4;406511
apartament;Sosea;PANTELIMON;pantelimon;54.8200;;;2018;2020-T3;215100
teren;Sosea;PANTELIMON;pantelimon;;;16.6300;2020;2020-T3;409208
apartament;Sosea;PANTELIMON;iancului;31.3000;;;1978;2020-T1;229900
apartament;Sosea;PANTELIMON;iancului;49.0600;;;1976;2020-T3;313000
apartament;Sosea;PANTELIMON;iancului;67.1000;;;1977;2020-T3;363172
apartament;Sosea;PANTELIMON;iancului;49.1400;;;1976;2020-T2;294000
apartament;Sosea;PANTELIMON;iancului;49.8700;;;1974;2020-T1;310362
apartament;Sosea;PANTELIMON;colentina;68.7100;;;1960;2020-T1;240000
apartament;Sosea;PANTELIMON;pantelimon;45.9000;;;1976;2020-T3;305000
apartament;Sosea;PANTELIMON;pantelimon;63.1500;;;1976;2020-T4;311962
apartament;Sosea;PANTELIMON;pantelimon;85.2800;;;1976;2020-T4;355408
apartament;Sosea;PANTELIMON;pantelimon;31.8100;;;1976;2020-T2;193684
apartament;Sosea;PANTELIMON;pantelimon;73.0800;;;1974;2020-T4;321289
apartament;Sosea;PANTELIMON;pantelimon;73.7300;;;1976;2020-T4;369686
apartament;Sosea;PANTELIMON;pantelimon;34.1900;;;1975;2020-T3;257326
apartament;Sosea;PANTELIMON;pantelimon;49.4000;;;1975;2020-T1;255912
apartament;Sosea;PANTELIMON;pantelimon;49.7600;;;1975;2020-T3;282170
apartament;Sosea;PANTELIMON;pantelimon;94.5000;;;1975;2020-T4;414213
apartament;Sosea;PANTELIMON;pantelimon;29.3300;;;1976;2020-T1;202847
apartament;Sosea;PANTELIMON;pantelimon;30.4400;;;1976;2020-T4;175000
apartament;Sosea;PANTELIMON;pantelimon;52.1700;;;1976;2020-T3;217787
apartament;Sosea;PANTELIMON;pantelimon;79.4800;;;1978;2020-T3;388800
apartament;Sosea;PANTELIMON;pantelimon;100.0100;;;1977;2020-T3;396232
apartament;Sosea;PANTELIMON;pantelimon;48.8000;;;1975;2020-T4;277806
apartament;Sosea;PANTELIMON;pantelimon;52.5200;;;1975;2020-T3;3453511
apartament;Sosea;PANTELIMON;pantelimon;64.8100;;;1976;2020-T3;388685
apartament;Sosea;PANTELIMON;pantelimon;80.1000;;;1975;2020-T2;362685
apartament;Sosea;PANTELIMON;pantelimon;69.9500;;;1977;2020-T1;317784
apartament;Sosea;PANTELIMON;pantelimon;75.5000;;;1976;2020-T1;441252
apartament;Sosea;PANTELIMON;pantelimon;91.3800;;;1978;2020-T1;477790
comercial;Sosea;PANTELIMON;pantelimon;17.3300;;;1980;2020-T1;120170
apartament;Sosea;PANTELIMON;pantelimon;49.7800;;;1975;2020-T4;306810
apartament;Sosea;PANTELIMON;pantelimon;50.4200;;;1975;2020-T1;150000
apartament;Sosea;PANTELIMON;pantelimon;62.9500;;;1975;2020-T4;222058
apartament;Sosea;PANTELIMON;pantelimon;50.6000;;;1977;2020-T3;290502
apartament;Sosea;PANTELIMON;pantelimon;68.3300;;;1975;2020-T3;353247
apartament;Sosea;PANTELIMON;pantelimon;49.5800;;;1975;2020-T4;306597
apartament;Sosea;PANTELIMON;pantelimon;70.8700;;;1976;2020-T2;388549
apartament;Sosea;PANTELIMON;pantelimon;48.6800;;;1976;2020-T1;277089
apartament;Sosea;PANTELIMON;pantelimon;32.8600;;;1976;2020-T1;242774
apartament;Sosea;PANTELIMON;pantelimon;48.3100;;;1975;2020-T1;273315
apartament;Sosea;PANTELIMON;pantelimon;49.9100;;;1974;2020-T4;299813
apartament;Sosea;PANTELIMON;pantelimon;62.9800;;;1976;2020-T2;289200
apartament;Sosea;PANTELIMON;pantelimon;63.0000;;;1975;2020-T4;393550
apartament;Sosea;PANTELIMON;pantelimon;63.3100;;;1975;2020-T4;291978
apartament;Sosea;PANTELIMON;pantelimon;79.4100;;;1976;2020-T4;388720
apartament;Sosea;PANTELIMON;pantelimon;76.4400;;;1976;2020-T3;365344
apartament;Sosea;PANTELIMON;pantelimon;81.8000;;;1975;2020-T1;357720
apartament;Sosea;PANTELIMON;pantelimon;29.5200;;;1975;2020-T1;200625
apartament;Sosea;PANTELIMON;pantelimon;48.0100;;;1976;2020-T2;304895
apartament;Sosea;PANTELIMON;pantelimon;48.0200;;;1977;2020-T4;266200
apartament;Sosea;PANTELIMON;pantelimon;48.3000;;;1975;2020-T3;290364
apartament;Sosea;PANTELIMON;pantelimon;51.2100;;;1977;2020-T3;304406
apartament;Sosea;PANTELIMON;pantelimon;54.0000;;;1976;2020-T2;241935
apartament;Sosea;PANTELIMON;pantelimon;73.9000;;;1976;2020-T2;403131
apartament;Sosea;PANTELIMON;pantelimon;92.7100;;;1977;2020-T4;475300
apartament;Sosea;PANTELIMON;pantelimon;80.8900;;;1976;2020-T4;365467
apartament;Sosea;PANTELIMON;pantelimon;30.9800;;;1975;2020-T1;149136
apartament;Sosea;PANTELIMON;pantelimon;;64.6300;;2017;2020-T3;443853
apartament;Sosea;PANTELIMON;pantelimon;50.3900;;;2017;2020-T3;349696
apartament;Sosea;PANTELIMON;pantelimon;65.5700;;;2017;2020-T2;454446
apartament;Sosea;PANTELIMON;pantelimon;68.7200;;;2017;2020-T3;523713
apartament;Sosea;PANTELIMON;pantelimon;53.7500;;;2017;2020-T3;471930
apartament;Sosea;PANTELIMON;pantelimon;66.1300;;;2017;2020-T4;450000
apartament;Sosea;PANTELIMON;pantelimon;53.9000;;;2018;2020-T1;406283
apartament;Sosea;PANTELIMON;pantelimon;69.7600;;;2018;2020-T4;472500
apartament;Sosea;PANTELIMON;pantelimon;50.0000;;;2018;2020-T4;389800
apartament;Sosea;PANTELIMON;pantelimon;;;23.8200;2020;2020-T4;429376
apartament;Sosea;PANTELIMON;pantelimon;53.6500;;;2018;2020-T2;353097
apartament;Sosea;PANTELIMON;pantelimon;63.3200;;;2018;2020-T4;472499
