tipProprietate;Tip strada;Denumire strada;Zona;Suprafata utila;Suprafata desfasurata;Suprafata teren;an_constr;trimestru;Pret tranz
apartament;Bulevard;CHISINAU;Pantelimon;74.9200;;;1982;2020-T3;431200
apartament;Bulevard;CHISINAU;pantelimon;64.2700;;;1978;2020-T4;242500
apartament;Bulevard;CHISINAU;pantelimon;65.2900;;;1983;2020-T4;521000
teren;Bulevard;CHISINAU;pantelimon;;;9.2700;2020;2020-T2;351008
apartament;Bulevard;CHISINAU;pantelimon;51.4000;;;1983;2020-T1;325040
apartament;Bulevard;CHISINAU;pantelimon;51.8000;;;1983;2020-T4;315900
apartament;Bulevard;CHISINAU;pantelimon;66.3200;;;1976;2020-T1;386400
apartament;Bulevard;CHISINAU;pantelimon;34.5900;;;1974;2020-T1;279979
apartament;Bulevard;CHISINAU;pantelimon;;52.1700;;1975;2020-T4;312000
apartament;Bulevard;CHISINAU;pantelimon;75.2400;;;1982;2020-T3;347000
apartament;Bulevard;CHISINAU;pantelimon;66.0600;;;1983;2020-T1;406963
apartament;Bulevard;CHISINAU;pantelimon;30.2500;;;1983;2020-T1;156075
apartament;Bulevard;CHISINAU;pantelimon;31.1200;;;1984;2020-T1;245651
apartament;Bulevard;CHISINAU;pantelimon;53.4000;;;1983;2020-T3;251498
teren;Bulevard;DACIA;centrala;;;10.4400;2020;2020-T4;426664
casa;Bulevard;DACIA;centrala;;4.0000;;1901;2020-T3;893550
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;60.7000;;;2020;2020-T4;988961
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;60.7000;;;2020;2020-T4;808918
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;78.7000;;;2020;2020-T4;976864
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;53.1000;;;2020;2020-T4;443290
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;;;10.2200;2020;2020-T4;1141829
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;21.7300;;;1975;2020-T1;72086
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;14.6000;;;1987;2020-T4;147015
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;14.9700;;;1976;2020-T4;97440
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;18.4400;;;1987;2020-T1;45886
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;32.2300;;;1980;2020-T1;287752
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;32.4000;;;1980;2020-T1;301354
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;32.3300;;;1980;2020-T1;286286
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;;;25.6900;2020;2020-T1;295283
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;32.3200;;;1980;2020-T1;91679
apartament;Bulevard;DIMITRIE POMPEIU;pipera sud;41.0000;;;1980;2020-T1;300146
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;51.8600;;;1940;2020-T1;145344
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;85.8500;;;1938;2020-T4;453263
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;162.4900;;;1935;2020-T4;389968
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;162.9300;;;1935;2020-T4;292476
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;88.6300;;;1939;2020-T1;510000
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;64.8600;;;1969;2020-T3;399522
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;90.6200;;;1969;2020-T2;445059
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;126.2300;;;1940;2020-T4;569620
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;45.3200;;;1930;2020-T1;229725
apartament;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;54.0600;;;1955;2020-T3;377535
casa;Bulevard;EMANUEL PAKE-PROTOPOPESCU;centrala;56.4100;;;1935;2020-T1;447088
apartament;Bulevard;FERDINAND I;iancului;;55.2900;;2012;2020-T1;285235
apartament;Bulevard;FERDINAND I;iancului;195.1500;;;2012;2020-T4;576000
apartament;Bulevard;FERDINAND I;iancului;46.5400;;;1961;2020-T4;326960
apartament;Bulevard;FERDINAND I;iancului;43.7000;;;1961;2020-T4;307975
apartament;Bulevard;FERDINAND I;iancului;54.4200;;;1980;2020-T4;358770
apartament;Bulevard;FERDINAND I;iancului;46.6800;;;1961;2020-T4;194000
apartament;Bulevard;FERDINAND I;iancului;45.7800;;;1964;2020-T4;253464
apartament;Bulevard;FERDINAND I;iancului;87.7700;;;1940;2020-T4;463040
apartament;Bulevard;FERDINAND I;iancului;40.8000;;;1965;2020-T4;304420
apartament;Bulevard;FERDINAND I;iancului;43.0200;;;1965;2020-T3;325300
apartament;Bulevard;FERDINAND I;iancului;43.4100;;;1969;2020-T4;151376
apartament;Bulevard;FERDINAND I;iancului;44.0900;;;1964;2020-T1;282917
apartament;Bulevard;FERDINAND I;iancului;43.2400;;;1991;2020-T3;250000
apartament;Bulevard;FERDINAND I;colentina;44.6100;;;1968;2020-T4;252172
apartament;Bulevard;FERDINAND I;colentina;44.7500;;;1966;2020-T1;257000
apartament;Bulevard;FERDINAND I;colentina;54.8200;;;1968;2020-T3;280395
apartament;Bulevard;FERDINAND I;centrala;17.5300;;;2020;2020-T4;1704220
apartament;Bulevard;FERDINAND I;iancului;65.7400;;;1969;2020-T1;338322
apartament;Bulevard;FERDINAND I;iancului;72.5100;;;1969;2020-T3;480200
apartament;Bulevard;FERDINAND I;iancului;58.6100;;;1960;2020-T1;275723
apartament;Bulevard;FERDINAND I;iancului;59.8700;;;1968;2020-T4;317395
apartament;Bulevard;FERDINAND I;centrala;51.0000;;;1903;2020-T3;307013
apartament;Bulevard;FERDINAND I;centrala;41.3300;;;1940;2020-T3;435096
apartament;Bulevard;FERDINAND I;centrala;149.5400;;;1940;2020-T3;531784
apartament;Bulevard;FERDINAND I;centrala;25.2800;;;1940;2020-T4;190051
apartament;Bulevard;FERDINAND I;centrala;81.5800;;;1939;2020-T4;470250
apartament;Bulevard;FERDINAND I;centrala;25.6000;;;1948;2020-T1;145765
apartament;Bulevard;FERDINAND I;centrala;0.9200;;;1940;2020-T1;15800
apartament;Bulevard;FERDINAND I;centrala;68.9600;;;1957;2020-T2;321773
apartament;Bulevard;FERDINAND I;centrala;44.9700;;;1931;2020-T1;55900
comercial;Bulevard;FERDINAND I;centrala;19.6600;;;2020;2020-T1;150529
casa;Bulevard;FERDINAND I;centrala;458.0000;;;1938;2020-T3;1353566
apartament;Bulevard;GARA OBOR;iancului;57.2100;;;1980;2020-T4;333718
apartament;Bulevard;GARA OBOR;iancului;57.8000;;;1964;2020-T4;316745
teren;Bulevard;GARA OBOR;iancului;;;8.5300;2020;2020-T4;266337
casa;Bulevard;GARA OBOR;iancului;74.3400;;;1944;2020-T1;61070
apartament;Bulevard;GHICA TEI;tei;35.8600;;;1983;2020-T4;170513
casa;Bulevard;GHICA TEI;tei;155.2800;;;1940;2020-T1;1396027
apartament;Bulevard;GHICA TEI;tei;34.0600;;;1992;2020-T4;204712
apartament;Bulevard;GHICA TEI;tei;36.6700;;;1985;2020-T3;203889
apartament;Bulevard;GHICA TEI;tei;36.7500;;;1986;2020-T3;256207
apartament;Bulevard;GHICA TEI;tei;37.0200;;;1983;2020-T1;191160
apartament;Bulevard;GHICA TEI;tei;36.5900;;;1986;2020-T3;146000
apartament;Bulevard;GHICA TEI;tei;36.8000;;;1986;2020-T3;193636
apartament;Bulevard;GHICA TEI;tei;36.9000;;;1986;2020-T1;148023
teren;Bulevard;GHICA TEI;tei;;;282.0000;2020;2020-T4;790128
apartament;Bulevard;LACUL TEI;tei;35.4900;;;1978;2020-T1;242500
apartament;Bulevard;LACUL TEI;tei;45.2600;;;1978;2020-T3;340930
apartament;Bulevard;LACUL TEI;tei;62.1200;;;1979;2020-T1;339323
apartament;Bulevard;LACUL TEI;tei;64.0000;;;1978;2020-T1;388800
apartament;Bulevard;LACUL TEI;tei;83.6700;;;1979;2020-T1;446800
apartament;Bulevard;LACUL TEI;tei;26.0500;;;1980;2020-T3;193696
apartament;Bulevard;LACUL TEI;tei;31.4800;;;1979;2020-T3;163660
apartament;Bulevard;LACUL TEI;tei;64.5000;;;1979;2020-T3;387536
apartament;Bulevard;LACUL TEI;tei;77.2600;;;1975;2020-T1;450000
apartament;Bulevard;LACUL TEI;tei;59.7100;;;1976;2020-T1;356050
apartament;Bulevard;LACUL TEI;tei;66.6400;;;1977;2020-T3;392035
apartament;Bulevard;LACUL TEI;tei;86.6000;;;1977;2020-T4;497209
apartament;Bulevard;LACUL TEI;tei;65.7700;;;1980;2020-T1;415000
apartament;Bulevard;LACUL TEI;tei;34.6100;;;1976;2020-T3;217607
apartament;Bulevard;LACUL TEI;tei;64.4800;;;1976;2020-T4;340102
comercial;Bulevard;LACUL TEI;tei;189.9000;;;1979;2020-T3;726345
apartament;Bulevard;LACUL TEI;tei;69.1500;;;2010;2020-T3;603950
apartament;Bulevard;LACUL TEI;tei;82.1500;;;1980;2020-T4;584700
apartament;Bulevard;LACUL TEI;tei;86.4700;;;1980;2020-T4;642549
apartament;Bulevard;LACUL TEI;tei;63.6400;;;1986;2020-T1;100000
apartament;Bulevard;LACUL TEI;tei;66.0000;;;1984;2020-T3;355670
teren;Bulevard;LACUL TEI;tei;;;798.0000;2020;2020-T1;955520
apartament;Bulevard;LACUL TEI;tei;65.7800;;;1978;2020-T1;387520
apartament;Bulevard;LACUL TEI;tei;66.7500;;;1978;2020-T3;435600
apartament;Bulevard;LACUL TEI;tei;50.8000;;;1979;2020-T3;194344
apartament;Bulevard;LACUL TEI;tei;51.9200;;;1980;2020-T3;401952
apartament;Bulevard;LACUL TEI;tei;65.2000;;;1979;2020-T3;340761
apartament;Bulevard;LACUL TEI;tei;64.1900;;;1978;2020-T1;479000
apartament;Bulevard;PIERRE DE COUBERTIN;vatra luminoasa;59.4100;;;1959;2020-T2;266376
apartament;Bulevard;PIERRE DE COUBERTIN;vatra luminoasa;44.9000;;;1958;2020-T3;264772
apartament;Bulevard;PIERRE DE COUBERTIN;vatra luminoasa;38.5100;;;1967;2020-T2;233926
apartament;Calea;MOSILOR;centrala;88.9900;;;1934;2020-T1;346392
casa;Calea;MOSILOR;centrala;7.4100;;;1978;2020-T1;21160
apartament;Calea;MOSILOR;centrala;28.0600;;;1935;2020-T2;244500
apartament;Calea;MOSILOR;centrala;26.0700;;;1938;2020-T3;256297
apartament;Calea;MOSILOR;centrala;29.3500;;;1937;2020-T3;198267
apartament;Calea;MOSILOR;centrala;78.0000;;;1934;2020-T4;423640
comercial;Calea;MOSILOR;centrala;246.8100;;;1935;2020-T1;1027657
apartament;Calea;MOSILOR;centrala;;90.3300;;1933;2020-T1;153328
apartament;Calea;MOSILOR;centrala;131.0600;;;1940;2020-T3;535500
apartament;Calea;MOSILOR;centrala;22.1200;;;1931;2020-T1;157248
apartament;Calea;MOSILOR;centrala;76.9200;;;1982;2020-T4;110000
apartament;Calea;MOSILOR;centrala;80.5000;;;1983;2020-T1;574008
apartament;Calea;MOSILOR;centrala;73.5700;;;1984;2020-T1;428686
apartament;Calea;MOSILOR;centrala;;68.9400;;1983;2020-T1;373121
apartament;Calea;MOSILOR;centrala;51.9200;;;1986;2020-T4;423673
apartament;Calea;MOSILOR;centrala;78.6900;;;1980;2020-T3;633188
apartament;Calea;MOSILOR;centrala;29.6500;;;1982;2020-T1;264143
apartament;Calea;MOSILOR;centrala;51.3200;;;1982;2020-T3;339500
apartament;Calea;MOSILOR;centrala;31.0000;;;2011;2020-T3;286545
apartament;Calea;MOSILOR;centrala;51.6900;;;1982;2020-T4;396774
comercial;Calea;MOSILOR;centrala;72.1400;;;2020;2020-T4;131084
apartament;Calea;MOSILOR;centrala;47.1100;;;2013;2020-T3;405401
apartament;Calea;MOSILOR;centrala;67.5500;;;2013;2020-T1;600402
apartament;Calea;MOSILOR;centrala;48.1900;;;1991;2020-T3;352111
apartament;Calea;MOSILOR;centrala;50.9000;;;1982;2020-T4;414349
apartament;Calea;MOSILOR;centrala;77.8700;;;1980;2020-T4;511203
apartament;Calea;MOSILOR;centrala;78.3400;;;1981;2020-T3;534413
apartament;Calea;MOSILOR;centrala;77.0700;;;1982;2020-T1;441800
apartament;Calea;MOSILOR;centrala;81.0000;;;1980;2020-T4;438300
apartament;Calea;MOSILOR;centrala;50.5600;;;1979;2020-T1;324972
apartament;Calea;MOSILOR;centrala;66.8500;;;1982;2020-T1;444360
apartament;Calea;MOSILOR;centrala;80.9100;;;1991;2020-T4;574495
apartament;Calea;MOSILOR;centrala;65.5600;;;1980;2020-T4;409407
apartament;Calea;MOSILOR;centrala;47.5800;;;1980;2020-T1;345537
apartament;Calea;MOSILOR;centrala;67.1000;;;1982;2020-T1;414659
apartament;Calea;MOSILOR;centrala;65.9000;;;1980;2020-T1;410994
apartament;Calea;MOSILOR;centrala;80.4600;;;1980;2020-T2;386792
apartament;Calea;MOSILOR;centrala;28.5400;;;1937;2020-T3;198177
apartament;Calea;MOSILOR;centrala;25.7900;;;1980;2020-T3;162167
apartament;Calea;MOSILOR;centrala;79.9000;;;1980;2020-T3;488850
apartament;Calea;MOSILOR;centrala;52.3400;;;1980;2020-T1;329378
apartament;Calea;MOSILOR;centrala;65.7600;;;1977;2020-T1;457207
comercial;Calea;MOSILOR;centrala;62.0000;;;2020;2020-T3;604725
apartament;Calea;MOSILOR;centrala;64.2000;;;1982;2020-T4;467827
apartament;Calea;MOSILOR;centrala;50.1100;;;1983;2020-T1;240920
apartament;Calea;MOSILOR;centrala;80.5000;;;1983;2020-T3;580680
apartament;Calea;MOSILOR;centrala;49.1300;;;1982;2020-T3;418296
apartament;Calea;MOSILOR;centrala;50.3100;;;1982;2020-T3;410924
comercial;Calea;MOSILOR;centrala;26.6000;;;2020;2020-T4;219001
apartament;Calea;MOSILOR;centrala;50.0000;;;1980;2020-T4;268065
apartament;Calea;MOSILOR;centrala;53.4800;;;1982;2020-T3;263589
apartament;Calea;MOSILOR;centrala;79.1500;;;1989;2020-T2;387016
apartament;Calea;MOSILOR;centrala;66.7200;;;1982;2020-T1;430011
apartament;Calea;MOSILOR;centrala;81.7100;;;1982;2020-T1;477950
apartament;Calea;MOSILOR;centrala;51.7300;;;1984;2020-T2;372873
apartament;Calea;MOSILOR;centrala;77.4500;;;1967;2020-T4;576929
apartament;Calea;MOSILOR;centrala;79.2200;;;1980;2020-T3;568584
apartament;Calea;MOSILOR;centrala;47.0000;;;1980;2020-T3;303530
apartament;Calea;MOSILOR;centrala;79.1400;;;1981;2020-T1;573456
apartament;Calea;MOSILOR;centrala;82.4400;;;1980;2020-T2;571588
apartament;Calea;MOSILOR;centrala;86.9300;;;1980;2020-T3;552136
apartament;Calea;MOSILOR;centrala;76.9300;;;1984;2020-T4;575144
apartament;Calea;MOSILOR;centrala;87.1000;;;1978;2020-T3;454960
apartament;Calea;MOSILOR;centrala;52.0300;;;1979;2020-T3;386265
apartament;Calea;MOSILOR;centrala;66.8800;;;1979;2020-T4;511638
apartament;Calea;MOSILOR;centrala;46.8700;;;1979;2020-T4;357011
apartament;Calea;MOSILOR;centrala;54.0700;;;1978;2020-T1;365765
apartament;Calea;MOSILOR;centrala;51.1500;;;1978;2020-T3;340846
apartament;Calea;MOSILOR;centrala;54.6800;;;1979;2020-T1;450000
apartament;Calea;MOSILOR;centrala;49.9100;;;1984;2020-T2;423296
apartament;Calea;MOSILOR;centrala;24.7800;;;1980;2020-T2;129850
apartament;Calea;MOSILOR;centrala;65.7400;;;1979;2020-T1;452798
apartament;Calea;MOSILOR;centrala;78.7000;;;1979;2020-T4;488000
apartament;Calea;MOSILOR;centrala;23.0000;;;1939;2020-T1;138312
apartament;Calea;MOSILOR;centrala;75.6300;;;1935;2020-T4;331418
apartament;Calea;MOSILOR;centrala;29.9600;;;;2020-T2;22500
apartament;Intrare;CALUSEI;centrala;54.0700;;;1949;2020-T3;335340
apartament;Intrare;CHEFALULUI;pipera sud;84.3000;;;2015;2020-T2;894974
apartament;Intrare;CHEFALULUI;pipera sud;43.8100;;;2018;2020-T1;395000
apartament;Intrare;CHEFALULUI;pipera sud;57.4500;;;2018;2020-T4;681604
apartament;Intrare;CHEFALULUI;pipera sud;76.9200;;;2010;2020-T1;1003589
apartament;Intrare;CHEFALULUI;pipera sud;104.6000;;;2018;2020-T4;1241654
apartament;Intrare;CHEFALULUI;pipera sud;101.0000;;;2015;2020-T1;449332
teren;Intrare;CHEFALULUI;pipera sud;;;30.5800;2020;2020-T2;436530
teren;Intrare;CHEFALULUI;pipera sud;;;24.8700;2020;2020-T4;456546
apartament;Intrare;CHEFALULUI;pipera sud;190.8800;;;2007;2020-T2;2179170
apartament;Intrare;CHEFALULUI;pipera sud;111.4900;;;2008;2020-T1;1024672
apartament;Intrare;CHEFALULUI;pipera sud;;40.4100;;1906;2020-T1;115000
apartament;Intrare;COBILITEI;centrala;30.0000;;;2020;2020-T4;288408
apartament;Intrare;COBILITEI;centrala;32.3000;;;2020;2020-T4;252357
apartament;Intrare;COBILITEI;centrala;47.9000;;;2020;2020-T4;431964
apartament;Intrare;COBILITEI;centrala;62.3000;;;2020;2020-T4;448316
apartament;Intrare;COBILITEI;centrala;55.3000;;;2020;2020-T4;472198
apartament;Intrare;COBILITEI;centrala;;48.0000;;2020;2020-T4;458886
apartament;Intrare;COBILITEI;centrala;29.9000;;;2020;2020-T4;285261
apartament;Intrare;COBILITEI;centrala;32.3000;;;2020;2020-T4;202576
apartament;Intrare;COBILITEI;centrala;46.5000;;;2020;2020-T4;466655
apartament;Intrare;COBILITEI;centrala;;;16.5900;2020;2020-T4;470063
apartament;Intrare;COBILITEI;centrala;49.9000;;;2020;2020-T4;253209
apartament;Intrare;COBILITEI;centrala;50.0000;;;2020;2020-T4;471783
apartament;Intrare;DEPOULUI;tei;;19.3900;;1938;2020-T1;71476
apartament;Intrare;DEPOULUI;tei;56.0800;;;2018;2020-T1;435817
apartament;Intrare;DEPOULUI;tei;86.0300;;;2017;2020-T3;556485
teren;Intrare;DEPOULUI;tei;;;51.0000;2020;2020-T4;20189
apartament;Intrare;DUMITRU DARDIAC, SERGENT;centrala;71.1800;;;2016;2020-T4;535063
teren;Intrare;DUMITRU DARDIAC, SERGENT;centrala;;;52.0800;2020;2020-T4;301886
apartament;Intrare;EPISCOP RADU;centrala;33.9900;;;1943;2020-T1;450000
apartament;Intrare;FAURESTI;centrala;59.9100;;;1937;2020-T4;336278
apartament;Intrare;FUNDENI;ion creanga;35.2500;;;2018;2020-T1;157052
apartament;Intrare;GHEORGHE COSTA-FORU;centrala;35.1500;;;1938;2020-T1;237429
apartament;Intrare;GHEORGHE POP DE BASESTI;centrala;;;19.1000;2020;2020-T4;407036
apartament;Intrare;GHERGHITEI;andronache;65.9000;;;2020;2020-T3;312115
casa;Intrare;ION CALIN;centrala;145.0000;;;1937;2020-T4;217383
apartament;Intrare;ION PANTARU, SERGENT;-;35.1700;;;1945;2020-T3;605413
casa;Intrare;ION PANTARU, SERGENT;-;74.2700;;;1938;2020-T1;602300
apartament;Intrare;IONITA ZAMBILA, SOLDAT;pantelimon;39.3600;;;1975;2020-T2;195594
apartament;Intrare;IONITA ZAMBILA, SOLDAT;pantelimon;64.3300;;;1976;2020-T1;286686
apartament;Intrare;IONITA ZAMBILA, SOLDAT;pantelimon;78.7200;;;1976;2020-T3;379002
apartament;Intrare;MIHAI EMINESCU;centrala;53.8000;;;1929;2020-T2;285713
apartament;Intrare;NICOLAE CERGA, CAPORAL;vatra luminoasa;67.2000;;;1977;2020-T1;442150
apartament;Intrare;NICOLAE CERGA, CAPORAL;vatra luminoasa;51.4600;;;1976;2020-T1;329675
apartament;Intrare;NICOLAE CERGA, CAPORAL;vatra luminoasa;49.9000;;;1977;2020-T4;206918
apartament;Intrare;NICOLAE VERMONT;centrala;60.4600;;;1945;2020-T4;321175
apartament;Intrare;NICOLAE VERMONT;centrala;108.0000;;;1935;2020-T3;468480
casa;Intrare;PRECUPETII VECHI;centrala;;22.8800;;1940;2020-T1;45000
apartament;Intrare;PUIANDRULUI;ion creanga;;145.3000;;2019;2020-T3;824334
casa;Intrare;PUIANDRULUI;ion creanga;;79.0000;;1965;2020-T2;283763
casa;Intrare;STANCII;pantelimon;;58.0000;;1950;2020-T1;142986
apartament;Intrare;TACIUNELUI;tei;58.0000;;;2011;2020-T4;404143
apartament;Intrare;TACIUNELUI;tei;67.8100;;;2006;2020-T2;738768
apartament;Intrare;TEIUL DOAMNEI;tei;21.9600;;;1975;2020-T3;131700
apartament;Intrare;TEIUL DOAMNEI;tei;22.5400;;;1974;2020-T1;156543
apartament;Intrare;TEIUL DOAMNEI;tei;36.8000;;;1970;2020-T4;244000
apartament;Intrare;TEIUL DOAMNEI;tei;40.0900;;;1978;2020-T3;252580
apartament;Intrare;TEIUL DOAMNEI;tei;35.5700;;;1975;2020-T1;204938
apartament;Piata;C. A. ROSETTI;centrala;92.7100;;;1937;2020-T4;343000
apartament;Piata;EMANUEL PAKE-PROTOPOPESCU;centrala;99.3700;;;1941;2020-T3;436905
apartament;Piata;EMANUEL PAKE-PROTOPOPESCU;centrala;13.9000;;;1943;2020-T2;70172
apartament;Piata;FOISORUL DE FOC;centrala;66.5600;;;1926;2020-T4;316485
apartament;Piata;TRAIAN;centrala;;54.0000;;2020;2020-T3;340863
casa;Sosea;ANDRONACHE;andronache;;85.8700;;1943;2020-T2;194500
casa;Sosea;ANDRONACHE;andronache;;35.0000;;2018;2020-T1;432216
teren;Sosea;ANDRONACHE;andronache;;;388.0000;2020;2020-T1;324800
apartament;Sosea;ANDRONACHE;andronache;83.7800;;;2018;2020-T1;266500
casa;Sosea;ANDRONACHE;andronache;55.2800;;;1952;2020-T3;130735
apartament;Sosea;ANDRONACHE;andronache;30.2700;;;2005;2020-T4;175320
apartament;Sosea;ANDRONACHE;andronache;32.5100;;;2015;2020-T3;194000
apartament;Sosea;COLENTINA;tei;46.1500;;;1980;2020-T3;315588
apartament;Sosea;COLENTINA;tei;58.9700;;;1972;2020-T3;341629
apartament;Sosea;COLENTINA;tei;60.4000;;;1972;2020-T3;267878
apartament;Sosea;COLENTINA;tei;63.8000;;;1972;2020-T1;410986
apartament;Sosea;COLENTINA;colentina;31.2300;;;1969;2020-T4;236185
apartament;Sosea;COLENTINA;colentina;48.7200;;;1969;2020-T2;24888
apartament;Sosea;COLENTINA;colentina;59.4900;;;1969;2020-T1;322556
apartament;Sosea;COLENTINA;colentina;61.4900;;;1969;2020-T1;281300
apartament;Sosea;COLENTINA;colentina;62.6100;;;1968;2020-T3;50000
apartament;Sosea;COLENTINA;colentina;60.5000;;;1974;2020-T3;314535
apartament;Sosea;COLENTINA;colentina;49.5100;;;1950;2020-T4;211498
apartament;Sosea;COLENTINA;colentina;49.1400;;;1958;2020-T4;237978
apartament;Sosea;COLENTINA;tei;51.0100;;;1968;2020-T4;297680
apartament;Sosea;COLENTINA;tei;45.9000;;;1969;2020-T1;249600
apartament;Sosea;COLENTINA;colentina;55.4200;;;2008;2020-T4;429440
apartament;Sosea;COLENTINA;colentina;49.8600;;;2009;2020-T4;350856
apartament;Sosea;COLENTINA;colentina;55.0100;;;2009;2020-T2;426769
apartament;Sosea;COLENTINA;colentina;66.9100;;;2009;2020-T3;410302
apartament;Sosea;COLENTINA;colentina;36.8000;;;2010;2020-T1;407036
apartament;Sosea;COLENTINA;colentina;77.6200;;;2008;2020-T4;445000
apartament;Sosea;COLENTINA;colentina;51.1400;;;2008;2020-T1;372511
apartament;Sosea;COLENTINA;colentina;54.4900;;;2009;2020-T1;401114
apartament;Sosea;COLENTINA;colentina;37.2100;;;2008;2020-T3;341382
apartament;Sosea;COLENTINA;colentina;79.2300;;;2009;2020-T3;290376
apartament;Sosea;COLENTINA;colentina;55.0100;;;2009;2020-T4;449245
apartament;Sosea;COLENTINA;colentina;;;33.9500;2008;2020-T4;574591
apartament;Sosea;COLENTINA;colentina;37.1800;;;2008;2020-T1;313024
apartament;Sosea;COLENTINA;colentina;66.5100;;;2008;2020-T3;604562
apartament;Sosea;COLENTINA;colentina;;58.8100;;2009;2020-T4;438678
apartament;Sosea;COLENTINA;colentina;49.5800;;;2009;2020-T1;353380
apartament;Sosea;COLENTINA;colentina;37.0300;;;2010;2020-T3;314223
apartament;Sosea;COLENTINA;colentina;55.1400;;;2009;2020-T4;418776
apartament;Sosea;COLENTINA;colentina;37.1800;;;2008;2020-T3;308600
apartament;Sosea;COLENTINA;colentina;37.1800;;;2008;2020-T4;83274
apartament;Sosea;COLENTINA;colentina;55.1400;;;2009;2020-T3;406492
apartament;Sosea;COLENTINA;colentina;55.1400;;;2009;2020-T3;445365
apartament;Sosea;COLENTINA;colentina;50.0400;;;2009;2020-T1;435472
apartament;Sosea;COLENTINA;colentina;54.8900;;;2009;2020-T2;449868
apartament;Sosea;COLENTINA;colentina;37.4000;;;2009;2020-T1;351102
apartament;Sosea;COLENTINA;colentina;36.9600;;;2007;2020-T2;428508
apartament;Sosea;COLENTINA;colentina;54.8900;;;2009;2020-T1;408797
apartament;Sosea;COLENTINA;colentina;54.8900;;;2009;2020-T1;406206
apartament;Sosea;COLENTINA;colentina;36.8000;;;2010;2020-T1;228377
apartament;Sosea;COLENTINA;colentina;87.8600;;;2008;2020-T3;449500
apartament;Sosea;COLENTINA;colentina;38.8900;;;2009;2020-T1;343814
apartament;Sosea;COLENTINA;colentina;54.7200;;;2009;2020-T2;455985
apartament;Sosea;COLENTINA;colentina;54.7200;;;2009;2020-T3;439046
